title,developer,publisher_na,publisher_eu,release_na,release_eu,img,wiki_link,genre,mode
Bomberman II (NA)Dynablaster (EU),Hudson Soft,Hudson Soft,Hudson Soft,February 1993,1991,https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/Bomberman2Cover.jpg/220px-Bomberman2Cover.jpg,https://en.wikipedia.org/wiki/Bomberman_II,"Puzzle, maze","Single-player, multiplayer"
Bonk's Adventure,AI,Hudson Soft,Unreleased,January 1994,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Bonkadventure.jpg/220px-Bonkadventure.jpg,https://en.wikipedia.org/wiki/Bonk%27s_Adventure,Platform,Single-player
Boulder Dash,"Data East, Sakata SAS",JVC Musical Industries,Nintendo,June 1990,1990,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Boulder_Dash_Original_Cover_Art.jpg/220px-Boulder_Dash_Original_Cover_Art.jpg,https://en.wikipedia.org/wiki/Boulder_Dash,Puzzle  Maze[3],Single-player
A Boy and His Blob: Trouble on Blobolonia,Imagineering,Absolute Entertainment,Nintendo,January 1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/3/39/A_Boy_and_His_Blob_%28cover_artwork%29.jpg/220px-A_Boy_and_His_Blob_%28cover_artwork%29.jpg,https://en.wikipedia.org/wiki/A_Boy_and_His_Blob:_Trouble_on_Blobolonia,Puzzle-platform,Single-player
Bram Stoker's Dracula,Probe Software,Sony Imagesoft,Sony Imagesoft,September 1993,1993,https://upload.wikimedia.org/wikipedia/en/thumb/1/1a/DraculaSNES_boxart.jpg/220px-DraculaSNES_boxart.jpg,https://en.wikipedia.org/wiki/Bram_Stoker%27s_Dracula_(video_game),"Vampire video game, First-person shooter",Single-player
Break Time: The National Pool Tour,Opera House,FCI,Unreleased,January 1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/0/0e/Breaktimethenationalpooltour.jpg,https://en.wikipedia.org/wiki/Break_Time:_The_National_Pool_Tour,Sports,Multiplayer
BreakThru,Data East,Data East,Unreleased,November 1987,Unreleased,https://www.mobygames.com/images/covers/l/518954-breakthru-nintendo-switch-front-cover.png,https://www.mobygames.com/game/breakthru_,"Racing, Action",
Bubble Bobble,Taito,Taito,Taito,November 1988,October 1990,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Bubble_bobble.jpg/220px-Bubble_bobble.jpg,https://en.wikipedia.org/wiki/Bubble_Bobble,Platform,"Single-player, multiplayer"
Bubble Bobble Part 2,OLMI.T.L,Taito,Unreleased,August 1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Bubble_Bobble_Part_2_cover.jpg/220px-Bubble_Bobble_Part_2_cover.jpg,https://en.wikipedia.org/wiki/Bubble_Bobble_Part_2,Platform,Single-playerMultiplayer (NES only)
Bucky O'Hare,Konami,Konami,Palcom Software,January 1992,"February 18, 1993",https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Bucky_OHare_North_American_NES_box_art.jpg/220px-Bucky_OHare_North_American_NES_box_art.jpg,https://en.wikipedia.org/wiki/Bucky_O%27Hare_(Nintendo_Entertainment_System),Platform,Single-player
The Bugs Bunny Birthday Blowout (NA)The Bugs Bunny Blowout (EU),Kemco,Kemco*Seika,Kemco,September 1990,1990,https://upload.wikimedia.org/wikipedia/en/thumb/5/50/Bugs_Bunny_Birthday_Blowout.jpg/220px-Bugs_Bunny_Birthday_Blowout.jpg,https://en.wikipedia.org/wiki/The_Bugs_Bunny_Birthday_Blowout,Platform,Single-player
The Bugs Bunny Crazy Castle,Kemco,Kemco*Seika,Unreleased,August 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/3/31/Crazy_Castle_Cover.png,https://en.wikipedia.org/wiki/Crazy_Castle_(series),Platform,
Bump 'n' Jump,"Data East, Sakata SAS",Vic Tokai,Unreleased,December 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Bumpnjump_arcadeflyer.PNG/220px-Bumpnjump_arcadeflyer.PNG,https://en.wikipedia.org/wiki/Bump_%27n%27_Jump,Vehicular combat,"Single-player, multiplayer"
Burai Fighter,KID,Taxan,Nintendo,March 1990,1990,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Burai_Fighter_North_American_NES_box_art.jpg/220px-Burai_Fighter_North_American_NES_box_art.jpg,https://en.wikipedia.org/wiki/Burai_Fighter,Scrolling shooter,Single-player
BurgerTime,"Data East, Sakata SAS",Data East,Unreleased,May 1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/0a/BurgerTime_arcadeflyer.png/220px-BurgerTime_arcadeflyer.png,https://en.wikipedia.org/wiki/BurgerTime,Platform,1-2 players alternating
Cabal,Zippo Games,Milton Bradley Company,Unreleased,June 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/Cabal_arcadeflyer.png/220px-Cabal_arcadeflyer.png,https://en.wikipedia.org/wiki/Cabal_(video_game),Shooting gallery,"Single-player, multiplayer"
Caesars Palace,Realtime Associates,Virgin Interactive,Unreleased,December 1992,Unreleased,https://www.mobygames.com/images/covers/l/175373-caesars-palace-nes-front-cover.jpg,https://www.mobygames.com/game/caesars-palace,Simulation,Single-player
California Games,Rare,Milton Bradley Company,Milton Bradley Company,June 1989,1990,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/California_Games_Coverart.png/220px-California_Games_Coverart.png,https://en.wikipedia.org/wiki/California_Games,Sports,"Single-player, multiplayer"
Capcom's Gold Medal Challenge '92,Make Software,Capcom,Capcom,August 1992,"June 17, 1993",https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Capcom%27s_Gold_Medal_Challenge_%2792_Cover.jpg/220px-Capcom%27s_Gold_Medal_Challenge_%2792_Cover.jpg,https://en.wikipedia.org/wiki/Capcom%27s_Gold_Medal_Challenge_%2792,Sports,"Single-player, multiplayer"
Captain America and The Avengers,Data East,Data East,Data East,December 1991,1991,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Captain_America_and_The_Avengers.jpg/220px-Captain_America_and_The_Avengers.jpg,https://en.wikipedia.org/wiki/Captain_America_and_The_Avengers,"Beat 'em up, platformer, action",Up to 4 players simultaneously
Captain Planet and the Planeteers,Chris Gray Enterprises,Mindscape,Mindscape,September 1991,"August 20, 1992",https://upload.wikimedia.org/wikipedia/en/thumb/3/34/Captain_Planet_and_the_Planeteers_Coverart.png/220px-Captain_Planet_and_the_Planeteers_Coverart.png,https://en.wikipedia.org/wiki/Captain_Planet_and_the_Planeteers_(video_game),2D action platformer[1],Single-player
Captain Skyhawk,Rare,Milton Bradley Company,Nintendo,June 1990,"May 26, 1994",https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Captain_Skyhawk_Coverart.png/220px-Captain_Skyhawk_Coverart.png,https://en.wikipedia.org/wiki/Captain_Skyhawk,Scrolling shooter,Single-player
Casino Kid,SOFEL,SOFEL,Unreleased,October 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/CasinoKidBoxart.jpg/220px-CasinoKidBoxart.jpg,https://en.wikipedia.org/wiki/Casino_Kid,Casino,Single-player
Casino Kid 2,SOFEL,SOFEL,Unreleased,April 1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/CasinoKidBoxart.jpg/220px-CasinoKidBoxart.jpg,https://en.wikipedia.org/wiki/Casino_Kid_2,Casino,Single-player
Castelian,Bits Studios,Triffix,Storm,June 1991,1993,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Nebulusinlay.jpg/220px-Nebulusinlay.jpg,https://en.wikipedia.org/wiki/Nebulus_(video_game),Platform,Single-player
Castle of Dragon,Athena,SETA,Unreleased,June 1990,Unreleased,https://www.mobygames.com/images/covers/l/457744-castle-of-dragon-nes-front-cover.jpg,https://www.mobygames.com/game/nes/castle-of-dragon,Action,
Castlequest,ASCII,Nexoft,Unreleased,September 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/3/34/CastlequestNESBoxart.jpg/220px-CastlequestNESBoxart.jpg,https://en.wikipedia.org/wiki/Castlequest,"Adventure, Puzzle",Single-player
Castlevania,Konami,Konami,Konami,May 1987,"December 19, 1988",https://upload.wikimedia.org/wikipedia/en/thumb/5/51/Castlevania_1_cover.png/220px-Castlevania_1_cover.png,https://en.wikipedia.org/wiki/Castlevania_(1986_video_game),Platform,Single-player
Castlevania II: Simon's Quest,Konami,Konami,Konami,December 1988,"April 27, 1990",https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Castlevania_2_cover.png/220px-Castlevania_2_cover.png,https://en.wikipedia.org/wiki/Castlevania_II:_Simon%27s_Quest,Platform-adventure,Single-player
Castlevania III: Dracula's Curse,Konami,Konami,Palcom Software,September 1990,"December 10, 1992",https://upload.wikimedia.org/wikipedia/en/thumb/9/95/Castlevania_III_Dracula%27s_Curse.jpg/220px-Castlevania_III_Dracula%27s_Curse.jpg,https://en.wikipedia.org/wiki/Castlevania_III:_Dracula%27s_Curse,"Action, platforming",Single-player
Caveman Games,Painting by Numbers,Data East,Unreleased,October 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/CavemanUghlympics.jpg/220px-CavemanUghlympics.jpg,https://en.wikipedia.org/wiki/Caveman_Ughlympics,Sports,
Championship Bowling,Athena,Romstar,Unreleased,December 1989,Unreleased,,https://en.wikipedia.org/wiki/Championship_Bowling,,
Championship Pool,Bitmasters,Mindscape,Unreleased,October 1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d6/NESPool.jpg/220px-NESPool.jpg,https://en.wikipedia.org/wiki/Championship_Pool,Sports simulation – pool,"Single-player, multiplayer"
Championship Rally,Human Entertainment,Unreleased,HAL Laboratory,Unreleased,1991,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/Championship_Rally_cover_art.jpg/220px-Championship_Rally_cover_art.jpg,https://en.wikipedia.org/wiki/Championship_Rally,Racing,Single-player
Chessmaster,Software Toolworks,Hi Tech Expressions,Nintendo,January 1990,"March 26, 1992",https://upload.wikimedia.org/wikipedia/en/thumb/b/bc/Chessmaster_2000_cover.png/250px-Chessmaster_2000_cover.png,https://en.wikipedia.org/wiki/Chessmaster,Chess,
Chip 'n Dale: Rescue Rangers,Capcom,Capcom,Capcom,June 1990,"December 12, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/0/02/Chip_%27n_Dale_Rescue_Rangers_NES_Cover.png/220px-Chip_%27n_Dale_Rescue_Rangers_NES_Cover.png,https://en.wikipedia.org/wiki/Chip_%27n_Dale_Rescue_Rangers_(video_game),Platform,"Single-player, multiplayer"
Chip 'n Dale: Rescue Rangers 2,Make Software,Capcom,Capcom,January 1994,"September 29, 1994",https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Chip-and-dale-rescue-rangers-2-cover.jpg/220px-Chip-and-dale-rescue-rangers-2-cover.jpg,https://en.wikipedia.org/wiki/Chip_%27n_Dale:_Rescue_Rangers_2,Platform,"Single-player, cooperative"
Chubby Cherub,TOSE,Bandai,Unreleased,"October 29, 1986",Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/Chubby_Cherub_Coverart.png/220px-Chubby_Cherub_Coverart.png,https://en.wikipedia.org/wiki/Chubby_Cherub,Action,Single-player
Circus Caper,Advance Communication Company,Toho,Unreleased,July 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/1a/Circus_Caper_Cover.jpg/220px-Circus_Caper_Cover.jpg,https://en.wikipedia.org/wiki/Circus_Caper,Platform  Action[1],Single-player
City Connection,Jaleco,Jaleco,Jaleco,May 1988,1988,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/City_Connection_arcade_flyer.png/220px-City_Connection_arcade_flyer.png,https://en.wikipedia.org/wiki/City_Connection,Platform,"Single-player, multiplayer"
Clash at Demonhead,Vic Tokai,Vic Tokai,Unreleased,January 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/57/Clashatdemonhead.jpg/220px-Clashatdemonhead.jpg,https://en.wikipedia.org/wiki/Clash_at_Demonhead,"Action-adventure, platform, Metroidvania[3]",Single-player
Classic Concentration,Softie,GameTek,Unreleased,September 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Concentration_%28game_show%29_%28logo%29.png/250px-Concentration_%28game_show%29_%28logo%29.png,https://en.wikipedia.org/wiki/Classic_Concentration,,
Cliffhanger,Spidersoft,Sony Imagesoft,Unreleased,November 1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/fd/NesCliffhanger.jpg/220px-NesCliffhanger.jpg,https://en.wikipedia.org/wiki/Cliffhanger_(video_game),"Platform game, beat 'em up",Single-player
Clu Clu Land,Nintendo Research & Development 1,Nintendo,Nintendo,"October 18, 1985","February 15, 1987",https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Clu_Clu_Land_Cover.jpg/220px-Clu_Clu_Land_Cover.jpg,https://en.wikipedia.org/wiki/Clu_Clu_Land,Puzzle,"Single-player, multiplayer"
Cobra Command,Data East,Data East,Unreleased,November 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/CobraCommand_arcadeflyer.png/220px-CobraCommand_arcadeflyer.png,https://en.wikipedia.org/wiki/Cobra_Command_(1988_video_game),Scrolling shooter,"Single-player, Multiplayer"
Cobra Triangle,Rare,Nintendo,Nintendo,July 1989,"October 25, 1989",https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Cobratriangle.jpg/220px-Cobratriangle.jpg,https://en.wikipedia.org/wiki/Cobra_Triangle,"Racing, vehicular combat",Single-player
Code Name: Viper,"Arc System Works, Capcom",Capcom,Unreleased,March 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Code_Name_Viper_cover.jpg/220px-Code_Name_Viper_cover.jpg,https://en.wikipedia.org/wiki/Code_Name:_Viper,"Action, Shooter",Single-player
Color a Dinosaur,FarSight Studios,Virgin Interactive,Unreleased,July 1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/7/79/Coloradino-box.jpg,https://en.wikipedia.org/wiki/Color_a_Dinosaur,Drawing and creativity[4],Single-player
Commando,Capcom,Capcom,Unreleased,November 1986,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/26/Commando_flyer.png/220px-Commando_flyer.png,https://en.wikipedia.org/wiki/Commando_(video_game),Run-and-gun,Single-player
Conan: The Mysteries of Time,Eastridge Technology,Mindscape,Unreleased,February 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/Mysteries_of_Time_cover.jpg/220px-Mysteries_of_Time_cover.jpg,https://en.wikipedia.org/wiki/Conan:_The_Mysteries_of_Time,Action,Single-player
Conflict,Vic Tokai,Vic Tokai,Unreleased,March 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Conflict_NES_cover.jpg/220px-Conflict_NES_cover.jpg,https://en.wikipedia.org/wiki/Conflict_(video_game),Strategy[1],Single-player or multiplayer
Conquest of the Crystal Palace,Quest,Asmik,Unreleased,November 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/4/4d/Conquest_of_the_Crystal_Palace_cover.jpg/220px-Conquest_of_the_Crystal_Palace_cover.jpg,https://en.wikipedia.org/wiki/Conquest_of_the_Crystal_Palace,Platform,Single-player
Contra (NA)Probotector (EU),Konami,Konami,Konami,February 1988,"December 28, 1990",https://upload.wikimedia.org/wikipedia/en/thumb/6/65/Contra_cover.jpg/220px-Contra_cover.jpg,https://en.wikipedia.org/wiki/Contra_(video_game),Run-and-gun shooter,"Single-player, multiplayer"
Contra Force,Konami,Konami,Unreleased,September 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/4/48/Contraforcecover.gif,https://en.wikipedia.org/wiki/Contra_Force,Run and gun,Single-player  multiplayer
Cool World,Ocean Software,Ocean Software,Unreleased,June 1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/Cool_World_NES.jpg/220px-Cool_World_NES.jpg,https://en.wikipedia.org/wiki/Cool_World_(NES_video_game),Action,Single-player
Cowboy Kid,Pixel,Romstar,Unreleased,January 1992,Unreleased,https://www.musee-des-jeux-video.com/fr/screenshots/Nes/1/4779-titre-Cowboy-Kid.jpg,https://www.mobygames.com/game/nes/cowboy-kid,Action,Single-player  Multiplayer
Crackout,Konami,Unreleased,Palcom Software,Unreleased,1991,https://upload.wikimedia.org/wikipedia/en/thumb/1/18/Crackout_video_game.jpg/220px-Crackout_video_game.jpg,https://en.wikipedia.org/wiki/Crackout_(video_game),Breakout clone,Single-player
Crash 'n the Boys: Street Challenge,Technōs Japan,Technōs Japan,Unreleased,October 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/Crash_N_the_Boys_Street_Challenge_NES_box_art.jpg/220px-Crash_N_the_Boys_Street_Challenge_NES_box_art.jpg,https://en.wikipedia.org/wiki/Crash_%27n_the_Boys:_Street_Challenge,Sports,Single-player  Multiplayer
Crystalis,SNK,SNK,Unreleased,July 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Crystalisboxart.jpg/220px-Crystalisboxart.jpg,https://en.wikipedia.org/wiki/Crystalis,"Action role-playing, Action-adventure",Single-player
Cyberball,Richard Seaborne,Jaleco,Unreleased,January 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Cyberball_Cover.jpg/220px-Cyberball_Cover.jpg,https://en.wikipedia.org/wiki/Cyberball,Sports,"Single-player, multiplayer"
Cybernoid: The Fighting Machine,Raffaele Cecco,Acclaim Entertainment,Unreleased,December 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/Cybernoid_computer_game_cover.jpg/220px-Cybernoid_computer_game_cover.jpg,https://en.wikipedia.org/wiki/Cybernoid:_The_Fighting_Machine,Shoot 'em up,Single player
Dance Aerobics,Human Entertainment,Nintendo,Unreleased,March 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/Dance_Aerobics_Cover.jpg/220px-Dance_Aerobics_Cover.jpg,https://en.wikipedia.org/wiki/Dance_Aerobics,"Music game, Exercise","Normal, Pad Antics, Aerobics"
Danny Sullivan's Indy Heat,Rare,Tradewest,Tradewest,August 1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/DannySullivansIndyHeat_arcadeflyer.png/220px-DannySullivansIndyHeat_arcadeflyer.png,https://en.wikipedia.org/wiki/Danny_Sullivan%27s_Indy_Heat,Racing,Single-playerMultiplayer
Darkman,Painting by Numbers,Ocean Software,Ocean Software,October 1991,1991,https://upload.wikimedia.org/wikipedia/en/thumb/f/f4/Darkman_front.jpg/220px-Darkman_front.jpg,https://en.wikipedia.org/wiki/Darkman_(video_game),Action,Single-player
Dash Galaxy in the Alien Asylum,Beam Software,Data East,Unreleased,February 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/DashGalaxyBoxart.jpg/220px-DashGalaxyBoxart.jpg,https://en.wikipedia.org/wiki/Dash_Galaxy_in_the_Alien_Asylum,Platform,Single-player
Day Dreamin' Davey,Sculptured Software,HAL America,Unreleased,June 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/DayDreaminDaveyNES.jpg/220px-DayDreaminDaveyNES.jpg,https://en.wikipedia.org/wiki/Day_Dreamin%27_Davey,Action-adventure,Single-player
Days of Thunder (1990 video game),Beam Software,Mindscape,Mindscape,October 1990,"April 25, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/Days_of_Thunder_cover_art_%28NES%29.jpg/220px-Days_of_Thunder_cover_art_%28NES%29.jpg,https://en.wikipedia.org/wiki/Days_of_Thunder_(1990_video_game),Racing,"Single-player, multiplayer"
Deadly Towers,"Lenar, Tamtex",Brøderbund,Unreleased,September 1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Deadly_Towers_boxart.png/220px-Deadly_Towers_boxart.png,https://en.wikipedia.org/wiki/Deadly_Towers,Action role-playing,Single-player
Defender II,Vid Kidz,HAL America,Unreleased,July 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/7/74/Stargate_flyer.png,https://en.wikipedia.org/wiki/Defender_II,Scrolling shooter,"Up to 2 players, alternating turns"
Defender of the Crown,Beam Software,Ultra Games,Palcom Software,July 1989,"July 25, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/0/09/DefenderOfTheCrown.jpg/220px-DefenderOfTheCrown.jpg,https://en.wikipedia.org/wiki/Defender_of_the_Crown,Strategy game,Single-player
Defenders of Dynatron City,Lucasfilm Games,JVC Musical Industries,Unreleased,July 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Defenders_of_Dynatron_City_Cover.jpg/220px-Defenders_of_Dynatron_City_Cover.jpg,https://en.wikipedia.org/wiki/Defenders_of_Dynatron_City,Action,Single-player
