title,developer,publisher_na,publisher_eu,release_na,release_eu,img,wiki_link,genre,multi-support
Mega Man 5,Capcom,Capcom,Nintendo,1992,1993,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/Megaman5_box.jpg/220px-Megaman5_box.jpg,https://en.wikipedia.org/wiki/Mega_Man_5,"Action, platform",False
Mega Man 6,Capcom,Nintendo,Unreleased,1994,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/Megaman6_box.jpg/220px-Megaman6_box.jpg,https://en.wikipedia.org/wiki/Mega_Man_6,"Action, platform",False
Mendel Palace,Game Freak,Hudson Soft,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Mendel_Palace_Cover.jpg/220px-Mendel_Palace_Cover.jpg,https://en.wikipedia.org/wiki/Mendel_Palace,"Action, puzzle",True
Metal Gear,Konami,Ultra Games,Konami,1988,1989,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Metal_Gear_cover.jpg/250px-Metal_Gear_cover.jpg,https://en.wikipedia.org/wiki/Metal_Gear_(video_game),"Action-adventure, stealth",False
Metal Mech: Man & Machine,Sculptured Software,Jaleco,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/18/MetalMechManMachineBoxShotNES.jpg/220px-MetalMechManMachineBoxShotNES.jpg,https://en.wikipedia.org/wiki/Metal_Mech,Action,False
Metal Storm,Tamtex,Irem,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/Metal_Storm_North_American_NES_box_art.jpg/220px-Metal_Storm_North_American_NES_box_art.jpg,https://en.wikipedia.org/wiki/Metal_Storm_(video_game),"Action, platforming",False
Metroid,"Nintendo Research & Development 1, Intelligent Systems",Nintendo,Nintendo,1987,1988,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Metroid_boxart.jpg/220px-Metroid_boxart.jpg,https://en.wikipedia.org/wiki/Metroid_(video_game),Action-adventure,False
Michael Andretti's World GP,Human Entertainment,American Sammy,Unreleased,1990,Unreleased,https://www.mobygames.com/images/covers/l/746773-michael-andretti-s-world-gp-nes-manual.jpg,https://en.wikipedia.org/wiki/Michael_Andretti%27s_World_GP,Racing,True
Mickey Mousecapade,Hudson Soft,Capcom,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/8/83/MickeyMousecapadeBoxart.jpg/220px-MickeyMousecapadeBoxart.jpg,https://en.wikipedia.org/wiki/Mickey_Mousecapade,Platformer,False
Mickey's Adventures in Numberland,Beam Software,Hi Tech Expressions,Unreleased,1994,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/01/Mickey%27s_Adventures_in_Numberland_Cover.jpg/220px-Mickey%27s_Adventures_in_Numberland_Cover.jpg,https://en.wikipedia.org/wiki/Mickey%27s_Adventures_in_Numberland,Edutainment,False
Mickey's Safari in Letterland,Beam Software,Hi Tech Expressions,Unreleased,1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/5/53/Mickey%27s_Safari_in_Letterland_Cover.jpg,https://en.wikipedia.org/wiki/Mickey%27s_Safari_in_Letterland,Edutainmentplatformer,False
Might and Magic Book One: The Secret of the Inner Sanctum,New World Computing,American Sammy,Unreleased,1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/M%26MI.jpg/220px-M%26MI.jpg,https://en.wikipedia.org/wiki/Might_and_Magic_Book_One:_The_Secret_of_the_Inner_Sanctum,Role-playing,False
Mighty Bomb Jack,Tecmo,Tecmo,Tecmo,1987,1987,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Mighty_Bomb_Jack_cover.jpg/220px-Mighty_Bomb_Jack_cover.jpg,https://en.wikipedia.org/wiki/Mighty_Bomb_Jack,Platform,True
Mighty Final Fight,Capcom,Capcom,Capcom,1993,1993,https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Mighty_Final_Fight_%28American_cover%29.jpg/220px-Mighty_Final_Fight_%28American_cover%29.jpg,https://en.wikipedia.org/wiki/Mighty_Final_Fight,Beat 'em up,False
Mike Tyson's Punch-Out!!,Nintendo Research & Development 3,Nintendo,Nintendo,1987,1987,https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Punch-out_mrdream_boxart.PNG/220px-Punch-out_mrdream_boxart.PNG,https://en.wikipedia.org/wiki/Punch-Out!!_(NES),Sports   Fighting,False
Millipede,HAL Laboratory,HAL America,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Millipede_Poster.png/225px-Millipede_Poster.png,https://en.wikipedia.org/wiki/Millipede_(video_game),Fixed shooter,True
Milon's Secret Castle,Hudson Soft,Hudson Soft,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/Milon%27s_Secret_Castle_cover.jpg/220px-Milon%27s_Secret_Castle_cover.jpg,https://en.wikipedia.org/wiki/Milon%27s_Secret_Castle,"Action, puzzle",False
The Miracle Piano Teaching System,Software Toolworks,Software Toolworks,Mindscape,1990,1990,https://upload.wikimedia.org/wikipedia/en/thumb/3/33/Miracle_Piano_Teaching_System_cover.jpg/220px-Miracle_Piano_Teaching_System_cover.jpg,https://en.wikipedia.org/wiki/Miracle_Piano_Teaching_System,"music, non-game",False
Mission: Impossible,Konami,Ultra Games,Palcom Software,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/e/ee/MissionImpossibleNESBoxart.jpg/220px-MissionImpossibleNESBoxart.jpg,https://en.wikipedia.org/wiki/Mission:_Impossible_(Nintendo_Entertainment_System),"Action, Third-person shooter",False
Monopoly,Sculptured Software,Parker Brothers,Parker Brothers,1991,1992,https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/Monopoly_%281991%29_Video_Game_Cover.jpg/220px-Monopoly_%281991%29_Video_Game_Cover.jpg,https://en.wikipedia.org/wiki/Monopoly_(1991_video_game),"Strategy, board game",False
Monster in My Pocket,Konami,Konami,Palcom Software,1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/Monster_in_my_Pocket_cover_%28NES%29.PNG/220px-Monster_in_my_Pocket_cover_%28NES%29.PNG,https://en.wikipedia.org/wiki/Monster_in_My_Pocket,Platformer,True
Monster Party,Human Entertainment,Bandai,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Monster_Party_Box.JPG/220px-Monster_Party_Box.JPG,https://en.wikipedia.org/wiki/Monster_Party,Platform game,False
Monster Truck Rally,Realtime Associates,INTV,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/57/MonsterTruckRallyBoxShotNES.jpg/220px-MonsterTruckRallyBoxShotNES.jpg,https://en.wikipedia.org/wiki/Monster_Truck_Rally_(video_game),Off-road racing,True
Motor City Patrol,Source Research & Development,Matchbox,Unreleased,1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Motor_City_Patrol_Cover.jpg/220px-Motor_City_Patrol_Cover.jpg,https://en.wikipedia.org/wiki/Motor_City_Patrol,Mission-based driving,False
Mr. Gimmick,Sunsoft,Unreleased,Sunsoft,Unreleased,1993,https://upload.wikimedia.org/wikipedia/en/thumb/2/27/Gimmick_boxart.PNG/220px-Gimmick_boxart.PNG,https://en.wikipedia.org/wiki/Gimmick!,Platform,False
Ms. Pac-Man,Now Production,Namco,Unreleased,1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/4/42/Ms._Pac-Man_flyer.png/220px-Ms._Pac-Man_flyer.png,https://en.wikipedia.org/wiki/Ms._Pac-Man,Maze,True
Muppet Adventure: Chaos at the Carnival,Mind's Eye,Hi Tech Expressions,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Muppet_Adventure_Chaos_at_the_Carnival_Cover.jpg/220px-Muppet_Adventure_Chaos_at_the_Carnival_Cover.jpg,https://en.wikipedia.org/wiki/Muppet_Adventure:_Chaos_at_the_Carnival,Action,True
The Mutant Virus: Crisis in a Computer World,Rocket Science Productions,American Softworks,Unreleased,1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/The_Mutant_Virus_-_Crisis_in_a_Computer_World_Coverart.jpg/220px-The_Mutant_Virus_-_Crisis_in_a_Computer_World_Coverart.jpg,https://en.wikipedia.org/wiki/The_Mutant_Virus:_Crisis_in_a_Computer_World,Action,False
Mystery Quest,Carry Lab,Taxan,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/MysteryQuestNABoxart.jpg/220px-MysteryQuestNABoxart.jpg,https://en.wikipedia.org/wiki/Mystery_Quest_(video_game),Platform,False
NARC,Rare,Acclaim Entertainment,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/52/Narc_arcade_flyer.png/220px-Narc_arcade_flyer.png,https://en.wikipedia.org/wiki/Narc_(video_game),Run and gun,True
NES Open Tournament Golf,Nintendo Research & Development 2,Nintendo,Nintendo,1991,1992,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Nesopen.jpg/220px-Nesopen.jpg,https://en.wikipedia.org/wiki/NES_Open_Tournament_Golf,Sports,True
NES Play Action Football,TOSE,Nintendo,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/8/86/NES_Play_Action_Football_Cover.jpg,https://en.wikipedia.org/wiki/NES_Play_Action_Football,Traditional football simulation,True
New Ghostbusters II,HAL Laboratory,Unreleased,HAL Laboratory,Unreleased,1990,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/New_Ghostbusters_2_Coverart.png/220px-New_Ghostbusters_2_Coverart.png,https://en.wikipedia.org/wiki/New_Ghostbusters_II,Action,False
NFL Football,Atlus,LJN,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/NFL_Football_1988_NES_cover.jpg/220px-NFL_Football_1988_NES_cover.jpg,https://en.wikipedia.org/wiki/NFL_(video_game),Traditional football simulation,True
Nigel Mansell's World Championship Racing,Gremlin Graphics,GameTek,Gremlin Interactive,1993,1993,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Nigel_Mansell%27s_World_Championship_Racing_Cover.jpg/220px-Nigel_Mansell%27s_World_Championship_Racing_Cover.jpg,https://en.wikipedia.org/wiki/Nigel_Mansell%27s_World_Championship_Racing,Racing,False
A Nightmare on Elm Street,Rare,LJN,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/3/30/A_Nightmare_on_Elm_Street_NES_box_art.jpg/220px-A_Nightmare_on_Elm_Street_NES_box_art.jpg,https://en.wikipedia.org/wiki/A_Nightmare_on_Elm_Street_(video_game),Platforming,True
Nightshade,Beam Software,Ultra Games,Unreleased,1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/Nightshade_%28NES%29_Coverart.png/220px-Nightshade_%28NES%29_Coverart.png,https://en.wikipedia.org/wiki/Nightshade_(1991_video_game),Action-adventure,False
Ninja Crusaders,NMK,American Sammy,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/NinjaCrusdaersJPBoxShotNES.jpg/220px-NinjaCrusdaersJPBoxShotNES.jpg,https://en.wikipedia.org/wiki/Ninja_Crusaders,2D action platformer,True
Ninja Gaiden (NA)Shadow Warriors (EU),Tecmo,Tecmo,Tecmo,1989,1991,https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Ninja_Gaiden_%28NES%29.jpg/220px-Ninja_Gaiden_%28NES%29.jpg,https://en.wikipedia.org/wiki/Ninja_Gaiden_(Nintendo_Entertainment_System),"Platform, hack-and-slash",False
Ninja Gaiden II: The Dark Sword of Chaos (NA)Shadow Warriors II (EU),Tecmo,Tecmo,Tecmo,1990,1994,https://upload.wikimedia.org/wikipedia/en/thumb/6/66/Ninja_Gaiden_II-_The_Dark_Sword_of_Chaos_boxart.jpg/220px-Ninja_Gaiden_II-_The_Dark_Sword_of_Chaos_boxart.jpg,https://en.wikipedia.org/wiki/Ninja_Gaiden_II:_The_Dark_Sword_of_Chaos,Platform,False
Ninja Gaiden III: The Ancient Ship of Doom,Tecmo,Tecmo,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/Ninja_Gaiden_III_The_Ancient_Ship_of_Doom.jpg/220px-Ninja_Gaiden_III_The_Ancient_Ship_of_Doom.jpg,https://en.wikipedia.org/wiki/Ninja_Gaiden_III:_The_Ancient_Ship_of_Doom,Platform,False
Ninja Kid,TOSE,Bandai,Unreleased,1986,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Ninja_kid.png/220px-Ninja_kid.png,https://en.wikipedia.org/wiki/Ninja_Kid,Platform/Action,False
Nintendo World Cup,Technōs Japan,Nintendo,Nintendo,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/f/f0/Nintendo_World_Cup_Cover.jpg/220px-Nintendo_World_Cup_Cover.jpg,https://en.wikipedia.org/wiki/Nintendo_World_Cup,Association football video game ,True
Noah's Ark,Source Research & Development,Unreleased,Konami,Unreleased,1992,https://upload.wikimedia.org/wikipedia/en/thumb/8/88/Noah%27s_Ark_NES_cover.jpg/220px-Noah%27s_Ark_NES_cover.jpg,https://en.wikipedia.org/wiki/Noah%27s_Ark_(video_game),Platform,False
Nobunaga's Ambition,Koei,Koei,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/3/3e/Nobunagas_ambition_gen.jpg/250px-Nobunagas_ambition_gen.jpg,https://en.wikipedia.org/wiki/Nobunaga%27s_Ambition,"Wargame, turn-based strategy, tactical role-playing",False
Nobunaga's Ambition II,Koei,Koei,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/3/3e/Nobunagas_ambition_gen.jpg/250px-Nobunagas_ambition_gen.jpg,https://en.wikipedia.org/wiki/Nobunaga%27s_Ambition_II,"Wargame, turn-based strategy, tactical role-playing",False
North & South,Kemco,Kemco*Seika,Infogrames,1990,1992,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/North_%26_South_Coverart.png/220px-North_%26_South_Coverart.png,https://en.wikipedia.org/wiki/North_%26_South_(video_game),"Strategy, action",True
Operation Wolf,Taito,Taito,Taito,1989,1992,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Operation_Wolf_Poster.png/220px-Operation_Wolf_Poster.png,https://en.wikipedia.org/wiki/Operation_Wolf,Light gun shooter,False
Orb-3D,Software Toolworks,Hi Tech Expressions,Unreleased,1990,Unreleased,https://www.mobygames.com/images/covers/l/18651-orb-3d-nes-front-cover.jpg,https://www.mobygames.com/game/nes/orb-3d,"Action, Puzzle",False
Othello,HAL Laboratory,Acclaim Entertainment,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Othello_%28video_game_-_box_art%29.jpg/250px-Othello_%28video_game_-_box_art%29.jpg,https://en.wikipedia.org/wiki/Othello_(1986_video_game),Chess video game ,False
Over Horizon,"Pixel, Hot-B",Unreleased,Takara,Unreleased,1991,https://upload.wikimedia.org/wikipedia/en/thumb/8/8d/Nintendo_Entertainment_System_Over_Horizon_cover_art.jpg/220px-Nintendo_Entertainment_System_Over_Horizon_cover_art.jpg,https://en.wikipedia.org/wiki/Over_Horizon,Scrolling shooter,False
Overlord,Probe Software,Virgin Interactive,Unreleased,1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Overlord_%281990%29_Coverart.png/220px-Overlord_%281990%29_Coverart.png,https://en.wikipedia.org/wiki/Overlord_(1990_video_game),Strategy,False
P.O.W.: Prisoners of War,SNK,SNK,SNK,1989,1989,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/P.O.W._Prisoners_of_War_arcadeflyer.png/250px-P.O.W._Prisoners_of_War_arcadeflyer.png,https://en.wikipedia.org/wiki/P.O.W.:_Prisoners_of_War,Beat 'em up,True
Pac-Man[b],Namco,Tengen,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Pac_flyer.png/220px-Pac_flyer.png,https://en.wikipedia.org/wiki/Pac-Man,Maze,True
Pac-Man,Namco,Namco,Nintendo,1993,1993,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Pac_flyer.png/220px-Pac_flyer.png,https://en.wikipedia.org/wiki/Pac-Man,Maze,True
Palamedes,Natsume,Hot-B,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Palamedes_Cover.jpg/220px-Palamedes_Cover.jpg,https://en.wikipedia.org/wiki/Palamedes_(video_game),Puzzle,True
Panic Restaurant,EIM,Taito,Taito,1992,1994,https://upload.wikimedia.org/wikipedia/en/thumb/4/45/Panic_Restaurant_cover.jpg/220px-Panic_Restaurant_cover.jpg,https://en.wikipedia.org/wiki/Panic_Restaurant,Platform,False
Paperboy,Eastridge Technology,Mindscape,Mindscape,1988,1990,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Paperboy_arcadeflyer.png/220px-Paperboy_arcadeflyer.png,https://en.wikipedia.org/wiki/Paperboy_(video_game),Action,True
Paperboy 2,Eastridge Technology,Mindscape,Mindscape,1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Paperboy_2_Cover.jpg/220px-Paperboy_2_Cover.jpg,https://en.wikipedia.org/wiki/Paperboy_2,Action,True
Parasol Stars: Rainbow Island II,Ocean Software,Unreleased,Ocean Software,Unreleased,1992,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/Parasolstars_box.jpg/220px-Parasolstars_box.jpg,https://en.wikipedia.org/wiki/Parasol_Stars,Platform,True
Parodius,Konami,Unreleased,Palcom Software,Unreleased,1992,https://upload.wikimedia.org/wikipedia/en/thumb/3/32/Parodius_NES.jpg/220px-Parodius_NES.jpg,https://en.wikipedia.org/wiki/Parodius_(1990_video_game),Horizontal scrolling shooter,True
Phantom Fighter,"Marionette, SRS",FCI,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Phantom_Fighter_cover.png/220px-Phantom_Fighter_cover.png,https://en.wikipedia.org/wiki/Phantom_Fighter,Action,False
Pictionary,Software Creations,LJN,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/Pictionary_NES_cover.jpg/220px-Pictionary_NES_cover.jpg,https://en.wikipedia.org/wiki/Pictionary_(video_game),Board game,True
Pinball,Nintendo Research & Development 1,Nintendo,Nintendo,1985,1986,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/P_NES.PNG/220px-P_NES.PNG,https://en.wikipedia.org/wiki/Pinball_(1984_video_game),Pinball,True
Pinball Quest,TOSE,Jaleco,Jaleco,1990,1992,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Pinball_Quest_cover.jpg/220px-Pinball_Quest_cover.jpg,https://en.wikipedia.org/wiki/Pinball_Quest,PinballRoleplaying game,True
Pin*Bot,Rare,Nintendo,Nintendo,1990,1990,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/PinBot_NES_boxart.jpg/220px-PinBot_NES_boxart.jpg,https://en.wikipedia.org/wiki/Pin*Bot_(video_game),Pinball simulation,True
Pipe Dream,Distinctive Software,Bullet-Proof Software,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Pipe_mania_cover_art.jpg/220px-Pipe_mania_cover_art.jpg,https://en.wikipedia.org/wiki/Pipe_Mania,Puzzle,False
Pirates!,Rare,Ultra Games,Palcom Software,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/Sid_Meier%27s_Pirates%21_%281987%29_Coverart.png/220px-Sid_Meier%27s_Pirates%21_%281987%29_Coverart.png,https://en.wikipedia.org/wiki/Sid_Meier%27s_Pirates!,"Action-adventure, strategy",False
Platoon,Sunsoft,Sunsoft,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Platoon_Amiga.jpg/220px-Platoon_Amiga.jpg,https://en.wikipedia.org/wiki/Platoon_(1987_video_game),Shoot 'em up,False
Popeye,Nintendo Research & Development 1,Nintendo,Nintendo,1986,1987,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Popeye_arcadeflyer.PNG/220px-Popeye_arcadeflyer.PNG,https://en.wikipedia.org/wiki/Popeye_(video_game),Platform,True
Power Blade,Natsume,Taito,Taito,1991,1992,https://upload.wikimedia.org/wikipedia/en/thumb/1/10/Power_Blade_Boxart.jpg/220px-Power_Blade_Boxart.jpg,https://en.wikipedia.org/wiki/Power_Blade,Action/Platform,False
Power Blade 2,Natsume,Taito,Unreleased,1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/9/94/Power_Blade_2_cover.png/256px-Power_Blade_2_cover.png,https://en.wikipedia.org/wiki/Power_Blade_2,Action/Platformer,False
Power Punch II,Beam Software,American Softworks,Unreleased,1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Power_Punch_II_Cover.jpg/220px-Power_Punch_II_Cover.jpg,https://en.wikipedia.org/wiki/Power_Punch_II,Sports  ,False
Predator,Pack-In-Video,Activision,Actvision,1989,1992,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Predator_cover.webp/220px-Predator_cover.webp.png,https://en.wikipedia.org/wiki/Predator_(video_game),Action game,False
Prince of Persia,MotiveTime,Virgin Interactive,Mindscape,1992,1993,https://upload.wikimedia.org/wikipedia/en/thumb/8/80/Prince_of_Persia_1989_cover.jpg/220px-Prince_of_Persia_1989_cover.jpg,https://en.wikipedia.org/wiki/Prince_of_Persia_(1989_video_game),Cinematic platformer,False
Princess Tomato in the Salad Kingdom,Hudson Soft,Hudson Soft,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Princesstomato.jpg/220px-Princesstomato.jpg,https://en.wikipedia.org/wiki/Princess_Tomato_in_the_Salad_Kingdom,Adventure,False
Pro Sport Hockey,TOSE,Jaleco,Unreleased,1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/a/a9/ProSportHockeyBoxShotNES.jpg,https://en.wikipedia.org/wiki/Pro_Sport_Hockey,Arcade ice hockey,True
Pro Wrestling,Nintendo Research & Development 3,Nintendo,Nintendo,1987,1987,https://upload.wikimedia.org/wikipedia/en/8/8d/Nesprowrestlingbox.jpg,https://en.wikipedia.org/wiki/Pro_Wrestling_(NES_video_game),"Fighting, Sports",True
Punch-Out!! Featuring Mr. Dream,Nintendo Research & Development 3,Nintendo,Nintendo,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Punch-out_mrdream_boxart.PNG/220px-Punch-out_mrdream_boxart.PNG,https://en.wikipedia.org/wiki/Punch-Out!!_(NES),Sports   Fighting,False
The Punisher,Beam Software,LJN,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/Cover_to_1990_Punisher_NES_game.jpg/220px-Cover_to_1990_Punisher_NES_game.jpg,https://en.wikipedia.org/wiki/The_Punisher_(1990_NES_video_game),Rail shooter,False
Puss 'n Boots: Pero's Great Adventure,Shouei System,Electro Brain,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/9/9d/Puss_%27n_Boots_Pero%27s_Great_Adventure_Cover.jpg,https://en.wikipedia.org/wiki/Puss_%27n_Boots:_Pero%27s_Great_Adventure,Platform,False
Puzznic,Taito,Taito,Taito,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/f/fe/Puzznic_Cover.jpg/220px-Puzznic_Cover.jpg,https://en.wikipedia.org/wiki/Puzznic,Puzzle (tile-matching),False
Q*bert,Konami,Ultra Games,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/7/7c/Q%2Abert_arcade_cabinet.jpg,https://en.wikipedia.org/wiki/Q*bert,Action,True
Qix,Novotrade International,Taito,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/Qix_Poster.png/220px-Qix_Poster.png,https://en.wikipedia.org/wiki/Qix,Puzzle,True
R.B.I. Baseball[b],Tengen,Tengen,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/R.B.I._Baseball_Cover.jpg/250px-R.B.I._Baseball_Cover.jpg,https://en.wikipedia.org/wiki/R.B.I._Baseball,,False
R.C. Pro-Am,Rare,Nintendo,Nintendo,1988,1988,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/RC_Pro_Am_cover.jpg/220px-RC_Pro_Am_cover.jpg,https://en.wikipedia.org/wiki/R.C._Pro-Am,"Racing, vehicular combat",False
R.C. Pro-Am II,Rare,Tradewest,Tradewest,1992,1993,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/RC_Pro_Am_2_cover.jpg/220px-RC_Pro_Am_2_cover.jpg,https://en.wikipedia.org/wiki/R.C._Pro-Am_II,Racing/Vehicular combat,True
Racket Attack,TOSE,Jaleco,Jaleco,1988,1994,https://upload.wikimedia.org/wikipedia/en/thumb/6/65/Racket_Attack.jpg/220px-Racket_Attack.jpg,https://en.wikipedia.org/wiki/Racket_Attack,Sports,True
Rackets & Rivals,Konami,Unreleased,Palcom Software,Unreleased,1993,https://www.mobygames.com/images/shots/l/557862-rackets-rivals-nes-screenshot-title-screen.png,https://www.mobygames.com/game/nes/rackets-rivals,Sport,False
Rad Racer,Square,Nintendo,Nintendo,1987,1988,https://upload.wikimedia.org/wikipedia/en/thumb/4/49/Rad_racer_box_front.jpg/220px-Rad_racer_box_front.jpg,https://en.wikipedia.org/wiki/Rad_Racer,Arcade style racing,False
Rad Racer II,Square,Square,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/4/49/Rad_racer_box_front.jpg/220px-Rad_racer_box_front.jpg,https://en.wikipedia.org/wiki/Rad_Racer_II,Arcade style racing,False
Raid on Bungeling Bay,Hudson Soft,Brøderbund,Unreleased,1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/04/Raid_on_Bungeling_Bay_Cover.jpg/220px-Raid_on_Bungeling_Bay_Cover.jpg,https://en.wikipedia.org/wiki/Raid_on_Bungeling_Bay,Shoot 'em up,False
Rainbow Islands,Taito,Taito,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Rainbow_Islands_flyer.png/250px-Rainbow_Islands_flyer.png,https://en.wikipedia.org/wiki/Rainbow_Islands:_The_Story_of_Bubble_Bobble_2,Platform,True
Rainbow Islands: Bubble Bobble 2,Ocean Software,Unreleased,Ocean Software,Unreleased,1991,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Rainbow_Islands_flyer.png/250px-Rainbow_Islands_flyer.png,https://en.wikipedia.org/wiki/Rainbow_Islands:_The_Story_of_Bubble_Bobble_2,Platform,True
Rally Bike,Toaplan,Romstar,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Rally_Bike_arcade_flyer.jpg/220px-Rally_Bike_arcade_flyer.jpg,https://en.wikipedia.org/wiki/Rally_Bike,Racing,True
Rambo,Pack-In-Video,Acclaim Entertainment,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/Rambo_NES_game_cover.png/220px-Rambo_NES_game_cover.png,https://en.wikipedia.org/wiki/Rambo_(Nintendo_Entertainment_System_game),"Action/Platformer, Metroidvania",False
Rampage,Data East,Data East,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Rampage_flyer.png/220px-Rampage_flyer.png,https://en.wikipedia.org/wiki/Rampage_(1986_video_game),Action,True
